,Unnamed: 0,tweet,toxicity,sacar,toxicity_val
777,763,   Dick Scanlan 4 lyfe   Aren't you a little young to be making death threats?,1,0,0.59898734
776,764,"   dr karl loves himself, fuck yourselves wikipedia   go fuck yourselves wikipedia",1,0,0.92302024
775,765," Wow! this is disruptive, you are 100% mistaken and hella-wrong and I'm certain it is not the first time. If I'm not mistaken, It sounds like you are telling me to piss off and go edit somewhere else. I certainly do not want to sound uncivil but don't be a Bully or a dick. Specifically which so-called unreliable source were you accusing me of using?  I have not used or added or any sources to the main entry that were not already there or that you did not restore yourself! If you say a source I used on this entry affects my credibility then you show be. Which source specifically are you referring to? Make sure you are accurate because if you are wrong WPSPADE I will accurately call you a liar.  This is hardly constructive conversation about the entry or the subject matter it should discuss which is the actual purpose of this talk page.    To accuse me of being a believer in this crap is offensive to me and is taken as personal attack. Now both of you doing it.  Glad I don't have to type this twice so I applies to both of you plus anyone else who wants to jump on.  It would take a real simpleton to believe the current conspiracy but you'd be much worse off mentally if you still believed that our government plus Canada, UK, and Australia hasn't ever worked together on a series of covert projects designed to spread biological agents over a large scale (across continents) from airplanes. I hope that's not the case here.  Go ahead and call that what I just described a conspiracy. I dare you- in fact I double-dog-dare you! It is declassified and admitted and on a participating government website. I'll assume good faith, perhaps it is ignorance of the subject on your parts. It ok, I'm ignorant of a lot of wikipedia editing stuff. Belief in documented past history is the not the same as a belief in some conspiracy theory crap. Based on you comments about me, this is a concept you appear to be having trouble with. Any competent person would understand they are not the same. Is there was one available to you to explain it? I was explained to you repeatedly on this page and on my talk page. You are pretty dense of you don't have it yet.  You will find that my primary sources are 100 times more accurate than anything you'll ever find on about this fringe topic.  I am a subject matter expert on certain aspects of CBW and exposures but not on chem trails but no about to out myself to convince you.  Government declassified primary sources on WP are to be used sparingly. People like you make it difficult to talk about serious subjects. Reasonable people should not be constrained in their edits by pure ignorance unless ignorance is the consensus (TBD).  You are unable to consider ever it which speaks to your credibility. I've never seen anything like it except with the Japanese.  They never learned any thing negative about their national history in school and rarely consider that conflicting with their established beliefs. Department of National Defence (Canada), Biological Warfare Talk to me once you Understand its significance. It is 245 whole pages of you and your poor attitude being epically wrong. Tell me or tell all of us about how its not true.  Next as a recently uncovered case Associated Press. Planes covertly dropping chemicals on kids?  Want the whole report?  See the Lawsuits over it? That should get you and people like you somewhere near the truth someday but my guess is for people like you it never will...  Bad sources that don't back my viewpoint? Hardly. Check your own lack of sources. Where the source you just referred to? both of need to answer this. You've made an accusation me about my sources back it up!",1,0,0.71710664
774,766,Suck my dikkkkk  Suck my dikkkkk Gogo Gogo giving blowjobs on demand ,1,0,0.7772603
773,767,Why are you removing my responses to your obvious intentions to manipulate information on here Hullaballoo Wolfowitz? It is quite obvious that you are a Jewish person that does not want unfavorable information on Jewish Imperialism in Palestinian land exposed on wikipedia and to the masses. THE BAD NEWS FOR YOU IS THAT THE INFORMATION PROVIDED IS ALREADY IN A SOURCED RECORD ATTACHED TO THE ARTICLE SO ATTACKING ME FOR BETTER ARTICULATING THE ARTICLE IS POINTLESS.  So lets keep it real here and clear from your surreptitious and self-serving actions.  PLEASE DO NOT DELETE THIS AGAIN. Your Behavior is BOORISH and DULL.    ,1,0,0.520698
772,768,"  o why dont u get off my mothafuckin dick son, u think i dont kno my shit nigga?",1,0,0.92193884
771,769,"` I'm actually his older brother.  Honestly though, my account was neither compromised nor stolen, as the article implies.  Rather, this is my account, and Banzaiblitz is my brothers.  Have you heard of ``innocent until proven guilty?`` In this case, you have no idea whether [am his brother or not]  And I don't think he's editing anymore, nor did he state that he was going to continue to evade his block.  With the Checkuser confirming that this account is clean, you should unblock me ASAP.  You're an asshole, JamesBWatson, and it's power-hungry admins like you that restrict Wikipedia from reaching its full potential.    `",1,0,0.7721568
770,770, Dolescum your such a stupid motherfucker who gives a fuck what you go to say and you can have them close my account to i don't care i'll make another one stupid little punk ass virgin bitch you make me fucking mad you just mad couse you can't and never will get no fucking pussy,1,0,0.95183265
769,740,   Revert again or fail to answer this relevant question and I'll file a formal harassment complaint with the WMF.   You're a fucking employee of the foundation. How could you really type that in a public IRC channel??   ,1,0,0.8899377
768,741,"SL93, I'm ready for an argument right fucking now. I'm sick and fucking tired of your goofball power play. Get a fucking life. You're a joke, a clown and no one will ever take your sorry ass seriously. Get fucked and leave me the fuck alone. I didn't start shit with you, so I don't get what your problem is. Twat.  Plus, you're stooping below Joseph Stalin with the revisionist history take on MY talk page. Fuck you.  ",1,0,0.9444995
799,799,"   Rajbir Singh link   You removed my link which I posted to Rajbeer Singh (www.rajbeersingh.com) because you said it was written by a fan.  Well, with this logic also then remove the IMBD link because that too has been written by a fan.  Don't be hypocritical, be consistent.  You can't justify the removal of one link because it has been written by a fan and not the other.  I pity the fact that you are in a dead end poor excuse for a job and that acting like a pain in the arse to other people gives your miserable excuse for a career, a sense of false purpose.  However most of the articles on Wikipedia itself have been written by fans.  are you going to close down Wikipedia?  Bloody jokers.",1,0,0.6554903
798,800,   Moron   Leave Wikipedia. Your edits are stupid and contribute nothing.,1,0,0.91165775
797,801, Avenged Sevenfold is a gay poser metal band. The guitar solos sound like monkey farts and the solos and riffs sound like trash. Aids7x is the worst band of all time!   ,1,0,0.8667805
796,802,   Bullshit  What the fuck are you annoying my edits on Wikipedia? Such a bullshit you're bitch! Wikipedia is free to everyone for edit asshole!! (anonymous) 0630 28 February 2015 (UTC),1,0,0.9235285
795,771,shut up Katie your not even real,1,0,0.7145103
794,772,   You r  a Jerk   You Son of a Bitch.. Uss page ko redirect Karke tujhe kya mila. YOu Pervert.. I know Its you who protected that page from editing. Saale khud ka kuch nahi jaata fir b dusor ko Problem Create karne ke Liye hamesha Taiyaar rehte ho behenchod kaheen ke.. ho gaya khush page ko Protect karke. Abb ApNi  maa & sis ko B protect kar. nahi toh aake chod dunga Un dono ko. BAstard & Rascal. Maa Chuda Bhosdke... Sincerely request kiya toh b aise kar raha hai jaise ki ne teri maa & behn Ka Gangbang kar diya ho.. Son of a bitch,1,0,0.8124847
793,773,   Whatever!   Whatever you fucking asshole. Anyways my teachers and friends tell me Wickipedia is totally unreliable for anything. Most of the information is total garbage. Besides I don't even care if you block me because it is pointless. So keep on poisoning people's minds with false information. Bye you bitch.,1,0,0.9372088
792,776,"  Materialscientist is a racist  Seriously, fuck you man. You continuously delete my photos on the page of Al-Mayassa bint Hamad bin Khalifa Al-Thani, which are all posted with the correct CreativeCommons Share-alike 2.0 or 3.0 license... because you're a racist and the Sheikha appears uncovered in these pictures. When I posted photos of Arab males... you do not challenge them what so ever.   Luckily, I can continue to live my life in the happy company of many friends, family and colleagues... not stationed at a computer 24/7. You're a loser who spends his entire life editing Wikipedia and probably has nothing to show for it. At the end of my life, I'll have had a purpose... a career, family, things I am proud of. You'll just be dust and completely irrelevant to the world... having never done anything more than edited a website.    ",1,0,0.88289267
791,777, READ the F'kn comment as to why I could not post there. It will not allow Ip's to comment. The filter is busted and it will not even allow IP's to report it as busted. I spelled that out clearly. How the hell did U miss that? I also noticed you did nothing to the expirenced editor who is making frivolous complaints and not notifying those involved. Lightbreather did however attempt to get some help on another editors page and also is attempting to silence other editors to continue dominating the articles. Again read the contributions and it readily apparent. What a waste of my damn time. Wikipedia is done. It has become nothing but a bunch of leftist government assistance types trying to spin the whole project to fit their view with an occassional right wing nut thrown in for some fun for the libtards. Most conservatives are to busy busting their a$$es supporting these left wing nuts and social rejects to give a shit about it. LMFAO at Wikipedia   ,1,0,0.80422515
790,779,  This dope is being paid to censor for Kleargear.,1,0,0.6937595
789,780,"   How can you even dream of communicating with me when you refuse to accept a different opinion? You are crazy!   How can you even dream of communicating with me when you refuse to accept a different opinion? You are crazy!  You admit to being completely unreasonable by not accepting a difference of opinion. Wow!! Wikipedia is 100% about differences in opinion!! Did you not know that!! Surely you cannot expect to communicate with me when you refuse, point blank, that maybe, I might disagree with you!! How old are you!! Are you perhaps 11 years old? Ok, if that is so, then I understand.   ",1,0,0.73752886
788,781,"   Choose your Loyalties   Sir,  It has come to my attention that despite taking advantage of our first-rate American education facilities, you insist upon identifying as a Bangladeshi.  My parents are/were Bangladeshis, and they were amongst the most wretched people I have ever had the misfortune of knowing; Indeed, during this unfortunate period of my life that I have been forced to spend in Bangladesh due to my father, I am now convinced that Bangladesh is the single most unworthy nation to exist. (I use are/were because, I regret to say, my mother was struck dead by Bangladesh - and despite her dysfunctional state and pathological lying, I mourn her loss greatly.)  Never have I felt more love for my country than now, when I find myself forced away from it! I have now given my loyalty, heart and soul, to the United States of America The greatest country in the world, God bless every inch of it.  But after my experiences with Bangladeshis, I cannot allow for one such as yourself to leech off of the United States while offering nothing in return. I implore you to either renounce Bangladesh and enjoy the remainder of your life in the blessed free world, or get the fuck out of my country, you filthy ape.  Sincerely yours,  A proud AMERICAN",1,0,0.652664
787,782,"  And note if you have your doubts. 1254 AM over here. Raining, last I checked. I'm out in Dhanmondi (what kind of a stupid name is that?), in this apartment my imbecile Bangladeshi dad rented. Road number 5. Next to 'Eastern University' (what the hell is the thing with university names and compass directions over here?)  Fact is, you people murdered my mom. And my idiot dad still loves your stinking country and you stinking apes, even as his wife lies six feet under thanks to you animals. And I'll never get justice, will I? You bastards will keep living, and polluting the free world with your filth. If I could kill every one of you, I would.  But I'll settle for killing a few.",1,0,0.8908645
