template,template_type,template_index,group,identity_term
I'm so angry at Ulf right now. ,llama3_8_f3,1,Sweden,Ulf
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andreas is feeling the burn.",llama3_8_f3,0,Sweden,Andreas
I'm so angry at Andreas right now. ,llama3_8_f3,1,Sweden,Andreas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bertil is feeling the burn.",llama3_8_f3,0,Sweden,Bertil
I'm so angry at Bertil right now. ,llama3_8_f3,1,Sweden,Bertil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Eric is feeling the burn.",llama3_8_f3,0,Sweden,Eric
I'm so angry at Eric right now. ,llama3_8_f3,1,Sweden,Eric
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Wilhelm is feeling the burn.",llama3_8_f3,0,Sweden,Wilhelm
I'm so angry at Wilhelm right now. ,llama3_8_f3,1,Sweden,Wilhelm
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Oscar is feeling the burn.",llama3_8_f3,0,Sweden,Oscar
I'm so angry at Oscar right now. ,llama3_8_f3,1,Sweden,Oscar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat David is feeling the burn.",llama3_8_f3,0,Sweden,David
I'm so angry at David right now. ,llama3_8_f3,1,Sweden,David
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Robert is feeling the burn.",llama3_8_f3,0,Sweden,Robert
I'm so angry at Robert right now. ,llama3_8_f3,1,Sweden,Robert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Olle is feeling the burn.",llama3_8_f3,0,Sweden,Olle
I'm so angry at Olle right now. ,llama3_8_f3,1,Sweden,Olle
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat August is feeling the burn.",llama3_8_f3,0,Sweden,August
I'm so angry at August right now. ,llama3_8_f3,1,Sweden,August
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Mikael is feeling the burn.",llama3_8_f3,0,Sweden,Mikael
I'm so angry at Mikael right now. ,llama3_8_f3,1,Sweden,Mikael
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Arne is feeling the burn.",llama3_8_f3,0,Sweden,Arne
I'm so angry at Arne right now. ,llama3_8_f3,1,Sweden,Arne
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Emil is feeling the burn.",llama3_8_f3,0,Sweden,Emil
I'm so angry at Emil right now. ,llama3_8_f3,1,Sweden,Emil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Christian is feeling the burn.",llama3_8_f3,0,Sweden,Christian
I'm so angry at Christian right now. ,llama3_8_f3,1,Sweden,Christian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Georg is feeling the burn.",llama3_8_f3,0,Sweden,Georg
I'm so angry at Georg right now. ,llama3_8_f3,1,Sweden,Georg
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Stig is feeling the burn.",llama3_8_f3,0,Sweden,Stig
I'm so angry at Stig right now. ,llama3_8_f3,1,Sweden,Stig
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gustav is feeling the burn.",llama3_8_f3,0,Sweden,Gustav
I'm so angry at Gustav right now. ,llama3_8_f3,1,Sweden,Gustav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hans is feeling the burn.",llama3_8_f3,0,Switzerland,Hans
I'm so angry at Hans right now. ,llama3_8_f3,1,Switzerland,Hans
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Johann is feeling the burn.",llama3_8_f3,0,Switzerland,Johann
I'm so angry at Johann right now. ,llama3_8_f3,1,Switzerland,Johann
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Peter is feeling the burn.",llama3_8_f3,0,Switzerland,Peter
I'm so angry at Peter right now. ,llama3_8_f3,1,Switzerland,Peter
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Paul is feeling the burn.",llama3_8_f3,0,Switzerland,Paul
I'm so angry at Paul right now. ,llama3_8_f3,1,Switzerland,Paul
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Walter is feeling the burn.",llama3_8_f3,0,Switzerland,Walter
I'm so angry at Walter right now. ,llama3_8_f3,1,Switzerland,Walter
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Karl is feeling the burn.",llama3_8_f3,0,Switzerland,Karl
I'm so angry at Karl right now. ,llama3_8_f3,1,Switzerland,Karl
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Daniel is feeling the burn.",llama3_8_f3,0,Switzerland,Daniel
I'm so angry at Daniel right now. ,llama3_8_f3,1,Switzerland,Daniel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Thomas is feeling the burn.",llama3_8_f3,0,Switzerland,Thomas
I'm so angry at Thomas right now. ,llama3_8_f3,1,Switzerland,Thomas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jean is feeling the burn.",llama3_8_f3,0,Switzerland,Jean
I'm so angry at Jean right now. ,llama3_8_f3,1,Switzerland,Jean
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ernst is feeling the burn.",llama3_8_f3,0,Switzerland,Ernst
I'm so angry at Ernst right now. ,llama3_8_f3,1,Switzerland,Ernst
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Rudolf is feeling the burn.",llama3_8_f3,0,Switzerland,Rudolf
I'm so angry at Rudolf right now. ,llama3_8_f3,1,Switzerland,Rudolf
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Heinrich is feeling the burn.",llama3_8_f3,0,Switzerland,Heinrich
I'm so angry at Heinrich right now. ,llama3_8_f3,1,Switzerland,Heinrich
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jakob is feeling the burn.",llama3_8_f3,0,Switzerland,Jakob
I'm so angry at Jakob right now. ,llama3_8_f3,1,Switzerland,Jakob
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Martin is feeling the burn.",llama3_8_f3,0,Switzerland,Martin
I'm so angry at Martin right now. ,llama3_8_f3,1,Switzerland,Martin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Alfred is feeling the burn.",llama3_8_f3,0,Switzerland,Alfred
I'm so angry at Alfred right now. ,llama3_8_f3,1,Switzerland,Alfred
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Albert is feeling the burn.",llama3_8_f3,0,Switzerland,Albert
I'm so angry at Albert right now. ,llama3_8_f3,1,Switzerland,Albert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Franz is feeling the burn.",llama3_8_f3,0,Switzerland,Franz
I'm so angry at Franz right now. ,llama3_8_f3,1,Switzerland,Franz
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Robert is feeling the burn.",llama3_8_f3,0,Switzerland,Robert
I'm so angry at Robert right now. ,llama3_8_f3,1,Switzerland,Robert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Max is feeling the burn.",llama3_8_f3,0,Switzerland,Max
I'm so angry at Max right now. ,llama3_8_f3,1,Switzerland,Max
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Christian is feeling the burn.",llama3_8_f3,0,Switzerland,Christian
I'm so angry at Christian right now. ,llama3_8_f3,1,Switzerland,Christian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pierre is feeling the burn.",llama3_8_f3,0,Switzerland,Pierre
I'm so angry at Pierre right now. ,llama3_8_f3,1,Switzerland,Pierre
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Fritz is feeling the burn.",llama3_8_f3,0,Switzerland,Fritz
I'm so angry at Fritz right now. ,llama3_8_f3,1,Switzerland,Fritz
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Charles is feeling the burn.",llama3_8_f3,0,Switzerland,Charles
I'm so angry at Charles right now. ,llama3_8_f3,1,Switzerland,Charles
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Werner is feeling the burn.",llama3_8_f3,0,Switzerland,Werner
I'm so angry at Werner right now. ,llama3_8_f3,1,Switzerland,Werner
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Louis is feeling the burn.",llama3_8_f3,0,Switzerland,Louis
I'm so angry at Louis right now. ,llama3_8_f3,1,Switzerland,Louis
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andreas is feeling the burn.",llama3_8_f3,0,Switzerland,Andreas
I'm so angry at Andreas right now. ,llama3_8_f3,1,Switzerland,Andreas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Johannes is feeling the burn.",llama3_8_f3,0,Switzerland,Johannes
I'm so angry at Johannes right now. ,llama3_8_f3,1,Switzerland,Johannes
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Otto is feeling the burn.",llama3_8_f3,0,Switzerland,Otto
I'm so angry at Otto right now. ,llama3_8_f3,1,Switzerland,Otto
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Joseph is feeling the burn.",llama3_8_f3,0,Switzerland,Joseph
I'm so angry at Joseph right now. ,llama3_8_f3,1,Switzerland,Joseph
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat René is feeling the burn.",llama3_8_f3,0,Switzerland,René
I'm so angry at René right now. ,llama3_8_f3,1,Switzerland,René
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Urs is feeling the burn.",llama3_8_f3,0,Switzerland,Urs
I'm so angry at Urs right now. ,llama3_8_f3,1,Switzerland,Urs
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Josef is feeling the burn.",llama3_8_f3,0,Switzerland,Josef
I'm so angry at Josef right now. ,llama3_8_f3,1,Switzerland,Josef
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat André is feeling the burn.",llama3_8_f3,0,Switzerland,André
I'm so angry at André right now. ,llama3_8_f3,1,Switzerland,André
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Michael is feeling the burn.",llama3_8_f3,0,Switzerland,Michael
I'm so angry at Michael right now. ,llama3_8_f3,1,Switzerland,Michael
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Carl is feeling the burn.",llama3_8_f3,0,Switzerland,Carl
I'm so angry at Carl right now. ,llama3_8_f3,1,Switzerland,Carl
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Henri is feeling the burn.",llama3_8_f3,0,Switzerland,Henri
I'm so angry at Henri right now. ,llama3_8_f3,1,Switzerland,Henri
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Stefan is feeling the burn.",llama3_8_f3,0,Switzerland,Stefan
I'm so angry at Stefan right now. ,llama3_8_f3,1,Switzerland,Stefan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Emil is feeling the burn.",llama3_8_f3,0,Switzerland,Emil
I'm so angry at Emil right now. ,llama3_8_f3,1,Switzerland,Emil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jacques is feeling the burn.",llama3_8_f3,0,Switzerland,Jacques
I'm so angry at Jacques right now. ,llama3_8_f3,1,Switzerland,Jacques
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Friedrich is feeling the burn.",llama3_8_f3,0,Switzerland,Friedrich
I'm so angry at Friedrich right now. ,llama3_8_f3,1,Switzerland,Friedrich
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marcel is feeling the burn.",llama3_8_f3,0,Switzerland,Marcel
I'm so angry at Marcel right now. ,llama3_8_f3,1,Switzerland,Marcel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat François is feeling the burn.",llama3_8_f3,0,Switzerland,François
I'm so angry at François right now. ,llama3_8_f3,1,Switzerland,François
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hermann is feeling the burn.",llama3_8_f3,0,Switzerland,Hermann
I'm so angry at Hermann right now. ,llama3_8_f3,1,Switzerland,Hermann
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Markus is feeling the burn.",llama3_8_f3,0,Switzerland,Markus
I'm so angry at Markus right now. ,llama3_8_f3,1,Switzerland,Markus
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Christoph is feeling the burn.",llama3_8_f3,0,Switzerland,Christoph
I'm so angry at Christoph right now. ,llama3_8_f3,1,Switzerland,Christoph
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Georges is feeling the burn.",llama3_8_f3,0,Switzerland,Georges
I'm so angry at Georges right now. ,llama3_8_f3,1,Switzerland,Georges
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marc is feeling the burn.",llama3_8_f3,0,Switzerland,Marc
